Postdate,Display name,Username,Content,Likes,Comments,Retweets,Reach
2023-03-17T09:56:03.000Z,BellaNaija,@bellanaija,"The 2023 elections have seen an unprecedented rise in voter turnout. Victories are recorded, hopes are dashed & hearts are broken.

Joy, fear, optimism, gloom... what's the way forward for Nigerian youths?

Read in 
@johnogba_
's piece: https://bellanaija.com/2023/03/john-ogba-ifeakanwa-nigeria-youth/…

#BellaNaijaFeatures",2,,2,"1,521"
2023-03-17T09:19:48.000Z,Edujandon Blog ,@Edujandonblog,"2023 Elections: “If the will of the people means nothing to you, you are a demon” – DJ Switch Lament",,,,5
2023-03-17T09:12:54.000Z,HenrisCounty,@CountyHenris,"2023 Elections: 'We remain committed to reclaiming  our stolen mandate, support LP candidates' - Peter Obi to Jos Obidients https://henriscounty.blogspot.com/2023/03/2023-elections-we-remain-committed-to.html#.ZBQu8zz9gmg.twitter…",,,,4
2023-03-17T09:12:16.000Z,MERITLAND BLOG,@TemituroM,"Politics.

*2023 ELECTIONS:’I WILL RECLAIM MY MANDATE IN COURT’ ,PETER OBI SAYS WHEN ASKED IF HE WILL CONTEST IN 2027 INCASE HE LOSES AT ELECTORAL TRIBUNAL(VIDEO)*

Read More
https://meritland.com.ng/2023-electionsi-reclaim-my-mandate-in-court-peter-obi-says-when-asked-if-he-will-contest-in-2027-incase-he-loses-at-electoral-tribunalvideo/…

*MERITLAND-OUR HOPE FOR THE BEST*",,,,3
2023-03-17T09:11:35.000Z,Prince4GoodGovernance,@knownolittle,"Dear Lagosians and Nigerians at large, tomorrow 18th March, 2023 elections is FREEDOM DAY REAFFIRMATION, as we massively voted Peter Obi on 25/02/2023, we must reaffirm and show the whole world PO won that election by coming out enmass to VOTE LP! There is security in numbers!",,,,82
2023-03-17T09:10:18.000Z,HenrisCounty,@CountyHenris,2023 Elections: Troop out 'enmasse and support LP candidates' - Peter Obi to Anambra Obidients https://henriscounty.blogspot.com/2023/03/2023-elections-troop-out-enmasse-and.html#.ZBQuDdOXwLo.twitter…,,,,3
2023-03-17T09:09:11.000Z,MERITLAND BLOG,@TemituroM,"Politics.

*2023 ELECTIONS:’I WILL RECLAIM MY MANDATE IN COURT’ ,PETER OBI SAYS WHEN ASKED IF HE WILL CONTEST IN 2027 INCASE HE LOSES AT ELECTORAL TRIBUNAL(VIDEO)*

Read More
https://meritland.com.ng/2023-electionsi-reclaim-my-mandate-in-court-peter-obi-says-when-asked-if-he-will-contest-in-2027-incase-he-loses-at-electoral-tribunalvideo/…

*MERITLAND-OUR HOPE FOR THE BEST*",,,,2
2023-03-17T09:09:09.000Z,Umunnunu,@umunnunu,"@POTUS
 @USinNigeria
 @WhiteHouse
 @USATODAY
 @VP
 @congressdotgov
IT'S UNFAIR THAT THE GANGSTER CALLED MC OLUOMO HAS CONTINUED TO TERRORIZE THE IGBO IN LAGOS & TO ATTACK THEM & CANDIDATES SEEN TO BE SUPPORTED BY THEM IN NIGERIA'S 2023 ELECTIONS. YET HIS ",,,,29
Sponsored post,DITOGAMES,@DITOGAMESch,"If you have a mouse, you will never turn off your computer again.",79,7,15,111.5K
2023-03-17T09:08:06.000Z,My Zimbabwe News,@myzimbabwenews,This is what the Holy Spirit has said: Joy as popular prophet delivers sweet 2023 elections prophecy >>>,,,,121
2023-03-17T08:53:55.000Z,Grand Nigeria Business News,@Gnbnews_,"2023 ELECTIONS: APC, SDP Seeks Leave To Appeal Judgement On Electronic Transmission Of Results",,,,3
2023-03-17T08:40:23.000Z,#Hire_US_Citizen_STEMs&Dont_Lower_US_STEMsSalaries,@VijayWarangal,"Focus must be to inform people of #Telangana & #India about Modi, Adani looting &inform people about mindless Bandi.

Goal must be to defeat bad BJP party in 2023 elections in #Telangana &2024 elections of India.

BRS party has to win both elections & develop India economically",1,,,10
2023-03-17T08:39:12.000Z,Orebest Tatafo,@AAsiemo,"HOT: 2023 elections: Jonathan cautions against do-or-die politics 

Former President Goodluck Jonathan has cautioned politicians against do-or-die politics ahead of the governorship and House of Assembly elections on Saturday.
Jonathan gave",,,,5
2023-03-17T08:34:33.000Z,Political Hunter,@PressureSeries,"It on record that this good for nothing Government has caused so much atrocities.
It was a stage managed plan by AYV and this ruthless Junta Government. 
 24th June, 2023 elections SLPP will definitely go!! No matter what?",3,,,99
2023-03-17T08:32:32.000Z,Dako Charles,@doncharlo_1,"This elections really exposed a lot of Nigerians are tribal bigots. Her article used to be about Africa unity, religion etc. But 2023 elections brought the tribalism in her",32,2,4,"2,255"
2023-03-17T08:20:36.000Z,Student Biryani,@JaanwarNeutral,PTI and Imran Khan will not only make it to the 2023 elections but will also form a government with an overwhelming majority. InshaAllah.,5,,,143
2023-03-17T08:06:04.000Z,GIST NEWS NIGERIA,@GistnewsNg,"2023 Elections: “If the will of the people means nothing to you, you are a demon” – DJ Switch - https://gistnews.com.ng/2023-elections-if-the-will-of-the-people-means-nothing-to-you-you-are-a-demon-dj-switch/…",,,,5
2023-03-17T08:02:35.000Z,Purple,@throwawayyyyy5,"IK & others behind bars. 

Scrap NAB 

Modify ECP. 

Massive reshuffle of bureaucracy. 

No overseas voting rights. 

Affect change in Governments in AJ&K -GB. 

PTI doesn’t make it to 2023 elections 

4/7 done.",1,,1,146
2023-03-17T08:00:20.000Z,SUSG Committee On Elections,@SUSGCOMELEC2023," eyes here, Sillimanians

Follow us on our social media accounts for updates on the incoming 2023 elections! 

Facebook: SUSG Comelec
IG & Twitter: 
@susgcomelec2023",1,,1,96
2023-03-17T07:54:36.000Z,KompleteCare,@KompleteCare,"As the 2023 Governorship Elections hold this Saturday, endeavor to go to the polls and vote your choice.
Your vote is your voice, and your voice matters!

Stay safe always!
#Governorshipelection #NigerianElections2023
#Electionresults2023 #INECElectionresult
#2023elections",,,,34
Sponsored post,DITOGAMES,@DITOGAMESch,"If you have a mouse, you will never turn off your computer again.",158,6,15,137.7K
2023-03-17T07:54:09.000Z,RadioNow 95.3FM,@RadioNow953FM,"2023 Elections: Igbo Group Demands End To Attacks On Lagos Kinsmen
https://thisisradionow.com/2023-elections-igbo-group-demands-end-to-attacks-on-lagos-kinsmen/…

#NewsUpdate",,,,28
2023-03-17T07:39:57.000Z,NPOReports,@NpoReports,"Lagos PDP, APC Announce End To Campaigns, Issue Disclaimers https://nporeports.com/lagos-pdp-apc-announce-end-to-campaigns-issue-disclaimers/… 
@OfficialAPCNg
 @OfficialPDPNig
 #2023Elections #Guberelections",,,,4
2023-03-17T07:34:01.000Z,AMIDU MUILI,@1dd5c75495e543e,"I pray Obi and the 'disobedients' don't go into comma after the supreme court verdict on 2023 elections in which he and his supporters rigged but now cry rigging because they did not rig enough to clinch power. How they wish to have rigged more! Long live BAT, our president elect",,,,7
2023-03-17T07:32:47.000Z,God is Able,@UncleKenPhD,"@OfficialDSSNG
 go ahead to arrest MC Oluomo now.... He too has called for violence and also been seen to have done violence in the course of 2023 elections....",,,,25
2023-03-17T07:32:04.000Z,BCATPYFWGT,@YamahaFerrari14,"Anna visionary, Chandrashekhar Goud winning on Harish Rao in 2023 elections",,1,,121
2023-03-17T07:30:20.000Z,NPOReports,@NpoReports,"Award Of Contract For Election Materials Follows Due Diligence; INEC Says https://nporeports.com/award-of-contract-for-election-materials-follows-due-diligence-inec-says/… 
@inecnigeria
 #2023GeneralElections #2023Elections",,,,12
2023-03-17T07:29:03.000Z,Ebubu 4 the Cash,@DonBortey7,"...when you have power you refuse to listen to the grassroots but when things go wrong then you go back to the grassroots. A piece of advice, Africans vote based on the credibility of the candidate, tribe, and religion. Take it or leave. Nigeria 2023 elections is a case study.",,,,15
2023-03-17T07:28:19.000Z,NPOReports,@NpoReports,"Rivers PDP Denies Conniving With INEC To Rig Guber Election https://nporeports.com/rivers-pdp-denies-conniving-with-inec-to-rig-guber-election/… 
@OfficialPDPNig
 @inecnigeria
 #2023Elections #2023GeneralElections",,,,8
2023-03-17T07:18:08.000Z,Gbextra Blog,@GbExtraBlog1,"2023 Elections: “If the will of the people means nothing to you, you are a demon” – DJ Switch",,,,2
Sponsored post,CIMA Africa,@CIMAAfrica,"You worked hard to earn those four valuable letters, but keeping them is easy. Take a few moments to renew with CIMA®!  http://bit.ly/3JzYwIP?twclid=21oaoqw2c8ywkrkxb0zr3b2ii1",153,1,4,45K
2023-03-17T06:59:44.000Z,GistReel.Com,@GistReel,"2023 Elections: ""If the will of the people means nothing to you, you are a demon"" - DJ Switch -",103,1,37,"1,998"
2023-03-17T05:35:24.000Z,Change Radio,@ChangeRadioZW,"Incase you missed it:
 LFA |  Mnangagwa and ZANU PF uncontrollably scared stiff of 2023 elections.",1,,1,229
2023-03-17T05:35:09.000Z,GID,@GID51858481,"@CatrionaLaing1
 
I don’t know what made you say the 2023 elections was flawless. It seems as the UK, you think whatever you say or do stands - Not anymore. Madam, you’re heartless and wicked for picking the wrong side for your country’s selfish int",,,,18
2023-03-17T05:34:22.000Z,southafricanembassyliberia,@rsaembliberia,"#Liberia 2023 #Elections.  #SouthAfrica #USA. Perfect location on z Atlantic Coast for the Opening Ceremony of the Liberia Country Office of the Johanessburg-based 
@EISAfrica
, Electoral Institute for Sustainable Democracy in Africa. Progressive election work indeed! 
@iqbalau_",1,,,58
2023-03-17T05:27:01.000Z,Prof. Mlambo,@MlamboProf,"I don't support 
@DMwonzora
 but I agree with issues raised in the court challenge. 

There are many illegalities behind 
@ZECzim
's preparations for the 2023 elections. 
@freemanchari
 is right, 
@CCCZimbabwe
 should join the court and participate in the elections under protest.",,1,,181
2023-03-17T05:23:41.000Z,Amb Prof Iqbal Jhazbhay,@iqbalau_,"#Liberia 2023 #Elections.  #SouthAfrica #USA. Perfect location on z Atlantic Coast for the Opening Ceremony of the Liberia Country Office of the Johanessburg-based 
@EISAfrica
, Electoral Institute for Sustainable Democracy in Africa. Progressive election work indeed! 
@peterndoro",16,2,8,"1,202"
2023-03-17T05:00:24.000Z,Open Parly ZW,@OpenParlyZw,"After receiving brand new vehicles from Mnangangwa POLAD members form alliance to challenge him in the 2023 elections. #ElectionsZW

Could the POLAD leaders be positioning themselves for Zanu-PF victory?
 
https://openparly.com/polad-members-form-alliance-to-challenge-mnangangwa-ahead-of-plebiscite/… via 
@Open
 Parly ZW",2,1,1,"1,234"
2023-03-17T04:56:33.000Z,BharathBhushan Patel,@BharathBhushanP,"Good sign and high time that bjp should go into ground level for 2023 elections, it's not tough. (Y)",1,,,50
2023-03-17T04:56:15.000Z,Oscify,@osc4christ,"Election comes, but it does not go. It outcome stay with you until another election. So it doesn't go away. The outcome of 2015 & 2019 election are still with you till this 2023 elections. They may stay with you till 2031 if you don't take action.",1,,,27
Sponsored post,CIMA Africa,@CIMAAfrica,"Don’t panic! You may have missed the deadline, but you can still renew with CIMA. No penalties if you do it today! http://bit.ly/3JzYwIP?twclid=2-7dynhab0ojxv564s2nklb1rn7",116,3,,59.1K
2023-03-17T04:56:06.000Z,Oscify,@osc4christ,"Election comes, but it does not go. It outcome stay with you until another election. So it doesn't go away. The outcome of 2015 & 2019 election are still with you till this 2023 elections. They may stay with you till 2031 if you don't take action.",16,1,,221
2023-03-17T04:29:25.000Z,Dr Rabindra. Nath Singh,@Rabindr88990589,"Wish for a long life  journalist like u
 
Seems 2014 2019 2022 2023 elections have not  made u understand meaning of democracy
Have patience few months
In2024 all so called  intellectual  giants will understand everything including meaning of democracy constitution parliament nSC",1,,,20
2023-03-17T04:17:04.000Z,Maniteja Rao,@rao_maniteja, you will see the BJP situation in 2023 elections,2,,,21
2023-03-17T04:16:37.000Z,Victor Omosehin,@Celestialreali1,INEC CHAIRMAN have sold the 2023 elections to APC already.,,,,12
Sponsored post,DITOGAMES,@DITOGAMESch,"If you have a mouse, you will never turn off your computer again.",125,10,20,237.3K
2023-03-17T03:10:07.000Z,Signature TV,@signaturetv,2023 Elections: Igbo Group Demands End To Attacks On Lagos Kinsmen,,,,2
2023-03-17T02:56:48.000Z,Rafiu Raji,@raji731,"Batified, Atikulated, Kwakwaziyah, Obidients and other young and harding working Nigerians have made 2023 elections a point of reference we will never forget quickly. Thanks to all BAKOs.",,,,7
2023-03-17T02:05:29.000Z,LILIAN,@Lilygards,"@UN
 
@POTUS
 
Nigeria citizens needs to be protected from the tyrants that have taken over her space.
2023 elections are filled with threats, oppression, http://e.tc.
Citizens are warned to vote only APC or face been attacked.This is no more democracy 
 ",,,,6
2023-03-17T01:27:28.000Z,Akparawa sunny,@Akparawasunny,"Gunmen reportedly raided Langson community in Atyap Chiefdom of Zangon Kataf, on Tuesday night, killing over 10 persons and injuring many others.
The attackers, who shot sporadically, also looted a shop in the area before they were repelled by mobile polic.
#2023elections after",78,1,67,868
2023-03-17T00:57:41.000Z,Cattap,@Cattap3,2023 elections and the implications,,,,25
2023-03-17T00:19:25.000Z,Business TodayNG,@Businesstodayng,2023 Elections: Why INEC Printed Security Documents In Nigeria,,,,3
Sponsored post,DITOGAMES,@DITOGAMESch,"If you have a mouse, you will never turn off your computer again.",64,1,7,78.1K
2023-03-17T00:15:46.000Z,ReadyToLeadAfrica,@africa_ready,"We urge Nigerians to troop out in their millions to VOTE on Saturday, 18th March 2023 and remain Peaceful as they cast their ballots
@accountlabng
@Connected_dev
#NVDC
#2023elections",7,,5,60
2023-03-17T00:01:55.000Z,Obinna Mbonu,@ObiYhwh,"[Full Briefing] 2023 Elections: Igbo Group Demands End To APC inspired Attacks On Lagos residents 

""The darkest places in hell are reserved for those who maintain their neutrality in times of moral crisis..."" Dante Alighieri
(1265-1321)
https://youtu.be/4oUBn1XLHx8 via 
@YouTube",1,1,,10
2023-03-16T23:47:29.000Z,Travis Leiker,@tleiker,Let’s see where the votes land on 4.4; this candidate is working like he needs 50%. Settling isn’t my strong suit. (Also electoral reforms will be top of my governing agenda.) #leiker4denver #denver #2023Elections,3,1,,68
2023-03-16T23:31:18.000Z,MimiO,@MimiO_NJ,"[Full Briefing] 2023 Elections: Igbo Group Demands End To Attacks On Lag... https://youtu.be/4oUBn1XLHx8 via 
@YouTube",1,,1,15
2023-03-16T23:28:48.000Z,Akhenemhen lucky,@Akhenemhelucky,"[Full Briefing] 2023 Elections: Igbo Group Demands End To Attacks On Lag... https://youtu.be/4oUBn1XLHx8 via 
@YouTube
 please someone help me ask 
@jidesanwoolu
 what he stands 2 gain in all these. And ask him what it means to be 2 chief security officer of a state yet fail to protect it",,,,5
2023-03-16T22:57:15.000Z,Naija What's Up?,@Naijawhatsup,2023 Elections: Igbo Group Demands End To Attacks On Lagos Kinsmen http://dlvr.it/Sl1GvK,,,,4
2023-03-16T22:50:38.000Z,2023 Elections Permutation,@OOlunitunu,"Ignoramy!
The Role of a Father has come to Play in the Life of Chinedu, Patrick Rhodes-Vivour....when his mother turned him Against his Father and Yoruba Race, Nobody Noticed. Now is the Time..if you deny your Father, you will harvest it Basket Full...That guy was raised Ibo Way!",,1,,19
2023-03-16T22:47:50.000Z,ISNA,@IndianaNurses,"ISNA is accepting candidate applications for our 2023 elections. The positions on the ballot and their descriptions are posted here: http://ow.ly/Yeq950NkIMt.

Applications are due April 3rd 

#Indiananurses #ISNAnurses #boardelections #nurseadvocacy",,,,16
2023-03-16T22:43:23.000Z,2023 Elections Permutation,@OOlunitunu,"Did u see how your tweet performed over 24hrs...Politics and Sentiment don't mix Well....when we supported Obi, it was for reasons...No Reason for the Rhodes Bro!",2,2,,350
2023-03-16T22:40:54.000Z,homeway limited,@HomewayLimited,"here are our successful partners in the real estate industry
do U know the names of the two dignitaries?
leave a comment to get a cash  gift for the end

#weekend #enjoyeverymoment #realtors #realestate #nigeria #WBC準々決勝 #นิกกี้ก้อย #2023Elections 

call  +2348106432221",1,,,809
2023-03-16T22:40:31.000Z,2023 Elections Permutation,@OOlunitunu,Oyo and Ogun nkor?,,,,5
2023-03-16T22:38:43.000Z,2023 Elections Permutation,@OOlunitunu,"D's Guy na C.I.A, I suspect!

Na Sodiqqi, he too Wise",,,,3
